Class Index,Title,Description
3,-,Very nicely restored mansion. Well worth the visit.
3,-,"1st time here and had a wonderful evening. The Reaggie band was powerful and very interactive. Had a pineapple drink, which was sooo good! Ordered a couple of pizzas which were thin crust and awesome.  Service and staff were exceptional. Definitely  make this a place to stop in and have a great evening and enjoy the music, drinks and food. Im definitely  returning for another fun filled evening."
3,-,Lots of choices however I noticed the prices seem a bit high. Internet check verified overpriced.
3,-,Attended a wedding here. Very nice newer location. This is actually in Southwind park which includes a nice park and pond. Very enjoyable.
1,-,Always Awsome there
6,-,A vary average Italian restaurant
6,-,A classic chicago hot dog stand
6,-,"An interesting New concept from Starbucks and Princi. I wondered what was next and this is special.  Coffee, Reserve Brand, as well as wine and spirits. Food choices from fresh and good pizza to chacuetere, sandwich es, salads and soups. Bread both individual servings and whole loaves. Pastries far beyond those served at the coffee shops.

Spend and hour or three from coffee to an artisnal meal or snack. The atmosphere is at the same time casual, work space and elevated.  This raises the bar"
5,-,"Great selection and  friendly staff, a good benchmark on bottle shops"
3,-,Wife and daughter shopping.
7,-,"One of the smaller locations, but still clean with plenty of equipment."
4,-,Wide selection
5,-,"Best Breakfast in ORD, hands down."
6,-,"A special museum that is evolving into something very special.  With ths expansion, the neigherhood Smart Musuem and eventually the Obama ljbrary it will be a must day"
6,-,A good to place. Great food in 7 different places. Stores within the store like Leven gers or Nuts on Clark
7,-,"Went to the one in Miami, not Chicago. The crab claws start out very interesting and tasty and then quickly turned into an odd taste and I started to understand why they aren't as popular. Service was very good and had an enjoyable time."
7,-,"Only had breakfast eggs here, buy they were great. Massive portions."
5,-,Pretty good food but wound up with stomach issues after.
4,-,Great prices on everything if you go there try the jumbo wings
3,-,Attended the art fair here. Upscale exhibits in a nice setting.
6,-,Average
7,-,Had a group party here which was fine but if there aren't any bands turn off the stage lights.
6,-,Typical starbucks
1,-,Been awsome every time I have visited.
1,-,They suck
6,-,A loop hotel that has a good vibe
7,-,"Very affordable, decent Mexican fare."
7,-,Good service and healthy options.
8,-,"The beer line up is pretty good.  They play horrible music, and some of the bartenders suck.  I like the Chicago Ave location better."
6,-,A Gloria jeans coffee shop with a good assortment of pastries. By the Elmhurst train station
1,-,Good service food and drinks
3,-,The last two  trips here in the past month was not good. Food quality down and prices up. Don't think I'll be returning anytime soon.
3,-,Wanted just a light quick dinner. This place delivered. Food was really good.
1,-,Doctor was great price was great some of the help was a little rude but over all I would recommend them
7,-,"Went for an event in the back room. Nice, open area with easy access to bar. Decent beer selection, did not try any food."
3,-,"Outdoor dining, the eggs Benedict needs more sauce!"
3,-,"It's ok, breakfast menu is limited. Fajitas skillet was good but lacking spices."
3,-,Damm good food
3,-,Books and more books. Something for everyone
9,-,"Cool place to stop right along the highway, 10oz cheeseburger for $7.50!!!!"
1,-,Very nice bar with good specials . Dianna the bartender is Awsome too
6,-,Metra and AMTRAK hub For Chicago. Some food choices
2,-,Decent healthy food for a quick bite
7,-,Solid Italian classics with large portions.
7,-,"Decent hotel, good location."
2,-,Great beer good pizza and bowling!
7,-,"Darts are pretty fun, food is average at best."
3,-,Located on the west side of the river just passed Havana Illinois. Follow route 97 a few miles north and on the east side of the road you will find public access areas which will enable you to pull off and enjoy watching wildlife. This is also a nice place to sit and watch Eagles in Flight if you're lucky enough the land in a tree near near your location. There's activity here basically all seasons. It's a great place just to sit back and relax and enjoy
6,-,Been going here for 20 years. A comfortable spot to spend either a relaxed lunch or to dribk for longer. Tyoical gastro pub
8,-,I love having all three of the big discount stores right by each other.
3,-,Sitting down for a good breakfast prior to a little Christmas shopping
3,-,we stopped in and made a group of people tonight for the all-you-can-eat spaghetti special for $8.95 which included a salad and garlic bread. There is a group of 10 of us service was really good the wait was not bad at all salads were brought out drinks were topped offed. Food was delivered overall it was a pretty pleasant experience both service and quality of food. Additionally if you're in the gaming they got a nice video slot area.
3,-,"Really enjoyed my visit here. So many items to choose from. Very clean store, reasonably priced foods, eat in or carry out available.  A great selection options of coffees,  hot and cold teas a d various other drinks. Relaxing atmosphere with a quiet seating area to kick back and enjoy."
8,-,"Sandwich was ok.  The bread was a little too tough for me.  The beverage fridge was not working, so I got a warm can of soda.  I had to ask for a glass of ice."
7,-,"Insanely large, comfortable recliners."
9,-,"Weird layout, nice staff, had a good time watching a band play"
6,-,"Average. Was expecting a true Wisconsin supper club, and although the decor was right, the food was poor. The broasted chicken and the fish fry was overdone and almost inedible. The relish tray was relatively good and the dessert was excellent. Service and atmosphere was good.  Didn't have enough help"
3,-,Beautiful business
6,-,Alright tacos and a good bar right after work
5,-,Always a good idea. Friendly staff
7,-,"Huge space, but beer selection isn't that great (although they did have Zombie Dust which is always a nice option). Decent place for an after work drink in the NW part of the Loop. Did not try any of the food options yet, but will be back."
6,-,A nice coffee shop with a light menu which is very satisfying. Portions are gratefully small and so is the  price
7,-,"Massage was fine. Decent price, note that not all rooms are private if that is important."
7,-,Duck and pork were cooked to perfection.
5,-,Always good sweets here
4,-,Oh so good as always
7,-,"Good, family style mexican food with friendly service."
3,-,Picking up my food
7,-,"Good steaks, great view if seated near the river."
6,-,A Chicago classic. GOOD straight forward food and a old time atmosphere. Southern cooking
3,-,"Gave this place a try, we ordered the gondola sandwiches and choose specific items on the sandwiches. Both of us received our food and upon checking them some ordered items were missing, no onions was requested and sandwich served with onion's. Wrong cheese on sandwiches. NOT IMPRESSED!"
7,-,"Friendly staff, easy to drop off."
6,-,Agood fast food tex mexican place
8,-,Good spot for dinner before a movie.
1,-,Had fun bartender was nice
7,-,"Great meal and ambiance, especially if you get a window seat viewing the lake. Standout dish was the fried gnocchi starter, very light and airy. Pasta is made fresh and done to perfection. Olive oil served with the bread is flavorful and shows how this place is a cut above most Italian restaurants. Excellent service."
9,-,Awesome place! Huge outdoor area! Huge outdoor covered stage!
7,-,"Nice space, but had to avoid the leaky roof downstairs."
4,-,The combination was delicious
6,-,A good neighborhood Italian restaurant. A wide selection of typical choices and a few specials. Good wine selection.  Oleasant family atmosphere
8,-,Loud DJ for brunch.  I don't know why that's a thing.  No one was dancing.  Margarita was ok.
3,-,"Busy store, great selection of books and gifts. The only downfall is they had ONE cashier working."
4,-,Great sports bar
7,-,Beer is overpriced. Food is average.
3,-,Hosting a party for an outdoor party pre flatrack racing
6,-,Reasonable mall in the center of Roosevelt road. Good food options and a tneater
3,-,"Simply stating, I only come here for the calzones. Flavor is great with a mixture of ricotta and mozzarella cheese with spices. Always made fresh served with a side of marinara sauce. I'm not really a fan of their pizza's."
3,-,Finding this store was quite a pleasant surprise. Spent 2 hours here just checking out the variety of items and clothes. If you into unique or vintage clothes this has to be out in your destination list. If your into theatre this is your spot I had a great time here and the staff was Super pleasant.
7,-,Decent food and drink.
3,-,Ordered then sat down. Place is dirty. Used the restroom and it was filthy. Avoid this place.
7,-,The chive pockets were great.
3,-,"Oh, so I have to tell you I had to buy a couple pieces of chocolate covered bacon to snack on while I browsed the display cabinets and decided what to indulge on today. The variety here is wonderful. Too much to choose from makes the decisions even tougher.  So it kind of forces you to buy more than you need. Yes I spent some serious money here but it was worth it."
3,-,"Pick up an order of Pad Thai, egg rolls and crab Rangoon. Very good food. Recommend you give it a try."
2,-,"I came here for Friday happy hour and had a few tacos which were delicious. This place is ideal for a group and they serve beer pitchers in a large beaker, good new spot in West Loop!"
3,-,Picking up a few supplies.
7,-,"Huge box store, covers same ground as Best Buy."
5,-,Friendliest staff. They got me well intoxicated and sleepy
7,-,"It's a Gap store, nothing unique at this location."
3,-,Did some banking at Marine Bank in the shopping complex.
3,-,Quite interesting
6,-,"My favorite nik nak, stationary, slipper, bento box and more store. I bought a watercolor set, 3 fountain pens a portable lamp and more. Friendly people"
1,-,Waitress was rude
3,-,"Everything a woman could want, what else can I say."
1,-,Under staffed and slow but great product and price
8,-,"Great beer line up with 50ish drafts, and they usually have something special on.  The food is pretty good.  Great daily specials.  The bartenders are usually cool."
7,-,"Beer selection amd food is fine. Closes very early, which is unfortunate. Service is decent."
4,-,City sports moved
4,-,Wide variety of stores
3,-,Very good healthy  and fresh! Delicious
1,-,Food was good weird you have 2 different tabs if you are inside or out side
3,-,"Delicious, nothing needs more be said."
8,-,"Stopped in once for a cocktail.  Bartender was cool, but they have zero whiskey cocktails on the menu.  I was slightly bummed."
9,-,"It's a nice park, decent lake, tho a bit small and over crowded on nice days. WATCH OUT FOR COPS!!!!"
2,-,Nice setup to study/work upstairs and super strong coffee 😊
3,-,"Went well n for what I thought was a nail in my tire. They found nothing. Checked all tires and found nothing. Was not charged for this service. Great place, great employee's."
7,-,Food is ok. Portions seem larger than some tapas places so no need to order more than 3-4.
6,-,"JUST LIKE Starbucks, however in an interesting setting. I prefer this chain, but their are less locations and they tend to be smaller in size"
2,-,Nice new Starbucks right on the western stop
7,-,"Great pairings of pork, oysters, and beer."
5,-,Great selection and crowd
9,-,"Typical chain style restaurant. Friendly server on this visit (moody little s**t last time). Ok burgers, but plenty of local spots with much better options."
3,-,Not bad at all!
7,-,Good service and typical diner options when that's what you are looking for.
3,-,Three of us stopped in for lunch today after morning of moving furniture. The waitress was they're quickly greeted us offered us a drink order prior to looking at the menus. Drinks ordered food ordered. Food was brought out to us hot and fresh was delicious recommend this place. Additionally thank you Body Quest store Springfield Illinois for the awesome hoodie shirt.
7,-,"In house brews are really good, and guest list is wide ranging. Seems like a sports bar, but really is a beer centered place with great selections. Good food as well."
3,-,"Updated 11-10-17, dinner tonight consisted of pulled pork Nachos which were damm good, trio of tacos, not to bad and unfortunately Memphis style dry rub chicken wings which were severely overcooked not good at all.

Lunch size pulled pork pockets. Delicious! The wait for food and service not good."
3,-,Enjoying a very good Juicy Lucy burger cooked medium with honestly fresh cut fries. A little malt vinegar  and yum! Tonights special Seaford pasta dish enjoyed by a friend. Said delicious!
5,-,"Good bar, good food, good staff"
3,-,"See this place as I drive by. Today we made it our breakfast destination. Two side to dine in, one being a bar side the other a dining area. Good selection of foods on the breakfast menu. Order placed and enjoyed the coffee. Food and I mean lots of food is served. Everything was tasty. Good job!"
7,-,"Amazing facility, more like a resort than a gym. One star off because they don't seem to have water fountains anywhere."
3,-,"Out looking for a different car, visited this dealership and met with friendly staff, however found nothing of interest to me,"
6,-,Fine dining with great service.  A good spot for a reasonable price.  Everything was first class
5,-,How do you beat $4 drafts and BBQ? YOU CAN'T
6,-,"A full service, new, Jewel grocery chain store.  Better than most jewels"
2,-,So happy this location opened. Great tacos and even better margaritas
6,-,A Starbucks
3,-,This place is so nice and relaxing. Just walk around enjoy the trails and gardens.
6,-,Ab american restuarant with an old style complete menu
8,-,Great German beer selection.  Ginormous pretzel!!  Awesome German sausage selection.
4,-,The name is save a lot and that's exactly what you do save a lot
6,-,Good coffee shop with all the snacks and coffee choices. Serves Lavazza.
9,-,"Typical fast food joint, quick service, friendly staff. Newly remodeled building, large parking lot."
5,-,Best place to see a movie.
5,-,Good staff and food.
3,-,Very good food. Waitress Skylar was awesome.
4,-,The Turkey sub sandwich was good good good
3,-,Just stopped on for a cup of coffee. Everyrhing looked good. Will have to stop u  for lunch sometime.
5,-,Good fast food
3,-,Just wanting a good cup of coffee.
6,-,Among gastropubs Bellwether is a solid three. The food is good and you can order anything from sliders to shrimp and pasta and the quality is uniformly good.  I GIVE IT 4 STARS BECAUSE THE DIFFERENCE IS ANDREW.  He is that great. He sees and TAKES CARE of everything. Its my go to for the AMC 21 theater.
6,-,Great wine selection and good pub foof
4,-,"Nice store to shop in, could have been a little bit less expensive but great boots"
3,-,"Very nice small town cafe which served up a good breakfast. (Hint, don't buy the pie it's diet size slices) Busy place, the service was good and staff friendly."
6,-,"Why go to Starbucks when you can go here.  Plus ice creams, cakes and other choices"
7,-,"Despite being essentially under the Green Line, Vera has a calm, quiet ambiance, althoug it was early in the evening. Had a few of the small dishes, the kale salad and bacon wrapped dates were standouts. Good tapas, but a very different low-key atmosphere compared to Iberico or Cafe Ba Ba Reeba if you are looking for something a bit more subdued."
2,-,The dragon roll mixed with the jalapeño gin drink was nuts
5,-,Very posh
5,-,Good coffee and the staff is great
1,-,Every one there was very nice
7,-,"Did not try the sushi, but the tonkatsu was decent."
6,-,"When you need a big mac nothing ekse will do.  Predictable, positive, experience twice a year"
3,-,"My favorite store, buying food for weekly lunches. I find the best produce selection at this location."
4,-,This was my first time and guess what I'll be back everything was good good good
3,-,"Friendly sales staff, however the vehicle I went to see was sold."
4,-,They have slot machines
6,-,Nice little spot. Good but not great. It is a cozy and new spot. Didnt have a steak which is what thet feature. Had a perfectly good burger  try it
6,-,A good breakfast spot in an underserved area
3,-,Great hidden place with a wonderful breakfast. Food was very flavorful and portion sizes too much for one person. Overall if you find this place your going to enjoy the food.
1,-,Nice staff dirty building
3,-,"Interesting menu, a twist has been added to most sanwiches."
1,-,Same old
8,-,Beer list is ok.  Bartenders are awesome.
3,-,Love a stop at the Oasis
6,-,The best downtown Thai restaurant. Comfortable seatng and spacious with a wide assortment of thai dishes. I had spicy flat noodles and miyso soup. My guest had the po ad thai. They were both excellent. Good service
6,-,A great meeting place. Books coffee and wine
8,-,"I was pretty lit when I was here, so I don't remember much, but I do remember the bartender was pretty cool.  FOUR STARS!!  All kidding aside, this is one of the more mellow spots in Boystown, if you just want to hear each other talk, and have some beers."
7,-,"Grass fed steak was OK, nothing special. Mac n cheese was really good."
3,-,Who doesn't love a bakery? I went I side to find a lot of people here. The selection looked amazing. Wasn't sure what I was even looking at on some of the items. I selected a pastry which was called a Honey Noodle which had the appearance of a rice crispy treats. Well I really do t have an opinion on it. After sharing it with the other 3 people I was with we ended up throwing it away. I'm sure it's good if you like that type of food.
6,-,Good place to get quality and stylish clothes inexpensively
7,-,"The prices are good and people are very friendly, but the quality of the goods and layout/logistics of the stores are pretty average."
2,-,"Solid all you can eat spot for sushi, multiple locations in Chicago"
6,-,Straight forward fast casual Indian food. Nice break
2,-,Ivan and his team were awesome and went above and beyond on our roof repair. I would highly recommend them anytime.
5,-,Ian Mack is great and changed my life
3,-,Fried chicken dinner special on Wednesday nights. Good dinner.
3,-,Space was really good. Please come hungry because I give you away more food than normal individual would ever need. I doubt I would return because it's just too much food in one setting.
2,-,Best bar in river north!!
5,-,HUGE. Good selection and nice staff
6,-,"An excellent wine bar and retail store.  24 different self serve choices. Self serve and you can get a taste, a half glass or glass.  A reasonable way to wine taste to your hearts content.  By the end of the night you can genuiny pick one or two you want.  Thats a success.  They have a nice, but limited retail space. Dont look for Walgreen or Binny Selections.  But they have a good price range.  They have beer hard liquor, bread, cheese and meats retail.
They have chacuterie plates for matching your tasting.  Go there once a month or regularly.."
8,-,"I haven't had the pizza, so this rating is strictly for the service, and the Italian sub.  The sub was very good!  It's no Bari, but it was very tasty!"
3,-,"Very nice 1st impression, large place very open and bright inside. One thing that really stuck out immediately was how loud the music was a d the place was only about a third full. Way to loud for me. Sat at some comfortable large tables and were told it's brunch only until 2:00pm. The brunch was a combo of breakfast bar on one side of the room and lunch bar on the other. More than enough variety to please anyone. I also would have preferred to order from a menu.  The meats on the buffet were kinda dry. I'll definitely return however no more buffet for me."
4,-,They always have a great deal
8,-,Pretty good beer line up.  Live entertainment pretty much every night.  I use to go here quite a bit when I lived in Bridgeport.
9,-,"A lot more ""windows"" than before, makes it faster to go thru the line. Much friendlier staff in person than phone."
1,-,Girl shopping with me was super hot and the cashier was super nice.
1,-,Gorgeous
9,-,"Good food, all you can eat spaghetti special on Tuesday's, Tobin's original recipe pizza after 4pm."
3,-,"Definitely a Niche market, awesome selections of a wide variety of foods. Fresh made items. Definitely stop in here. Top notch goods. Rye bread is the best in the city"
6,-,Food was average.
2,-,This burger melted in my mouth so I had two of them
6,-,Good jewish deli. Authentic
4,-,That double cheeseburger was outstanding
8,-,"Nice little place with some unique sandwiches.  I've been here a couple times, and had nice experiences.  Service is good.  Food quality is great."
7,-,"Most Thai places are decent, nothing amazing but they get the basics right. The food here was missing even basic favor profiles of Thai food. Chicken was boiled and unseasoned. Curry was plain as well, just nothing really going on."
5,-,Worth a visit. Great beer selection
5,-,A huge upgrade from other fast food places
3,-,"Traveling with my wife and we love to check out local diners and cafes. This find is a hidden surprise. It's and old block building surrounded by a gravel lot full of holes. The front door welcomes your arrival. The daily food special sign is right there as you enter. Open seats and most tables hold 6 or more people. Friendly people, met a local older gentleman who was leaving. Had to ask him what he suggested for breakfast. His reply..... anything that doesn't crawl off the table, haha good one. Breakfast was great and prices are reasonable. Food was outstanding. Definitely coming back here!"
2,-,One of the best bars in wrigleyville. Good atmosphere and they usually have good beer specials.
3,-,"Really nice lunch today, authentic Mexican foods."
3,-,"Met a large group of friends tonight. You have to order at the counter and they then bring the food out to your table. Drinks are self serve coke products. Tried the chilli mac supreme, kinda basic and bland flavoring."
2,-,Nice bar near the L
1,-,Ware house help are super rude . Whole ordeal was a bad experience
1,-,If it's the club it's super fun but dangerous.
7,-,"Fantastic pasta made in house. Small, focused menu. Portions are small, unlike most Italian places, so you need to order more dishes than normal.  Everything we had was very good. Standout dishes included tuna arancini, cannelloni with lamb, and cacio pepe."
9,-,Huge bingo hall. Bingo every nite at 6.
6,-,A good neighborhood spot with a welcoming atmosphere. Food was very good. The deli sandwiches were far above average and a pleasant surprise for someone who knows deli. Potato pancakes were also good but needed a little onion. Have a complete breakfast menu for the next time I go
3,-,"Mixed thoughts, cashier was friendly and food arrived fresh and hot.  A touch salty for me. Now let's talk about the floor. This place could use a serious steam power wash. It was very greasy as you walked across it. Not good KFC."
6,-,A great European style review. With torch singers and clowns and magicians. It reminds one of the Cabaret in the same titled movie.
7,-,"Barnaby's are pretty consistent, but the pizza here was better than a few of the others. Decent, thin crust. Cash only."
4,-,Great variety
3,-,Took the daughter shopping and it only cost me $32. Wow!
5,-,Nice people. Very clean
3,-,"Was in here tonight, sadly they are going out of business. Everything is for sale including fixtures."
1,-,Great place.
6,-,Fast food with a Mediterranean orientation. Good portions and price. Lately every 3 blocks.
7,-,Great place to get a beer.
6,-,"An interesting take on the new food courts. A littke smaller, but an interesting assortment of restaurants.  You will find at keast two chouces of something you like. Easy to keep attractive."
1,-,They are ok
7,-,Seems like a decent coffee shop.
6,-,An interesting place. You should go
8,-,"I don't know why, but I didn't get my chicken sandwich on a glazed donut.  Definitely next time."
7,-,"Decent food and drinks, but obnoxious atmosphere, they crank terrible music during commercials of games...give it a rest.  Otherwise can be a good place to watch a game."
3,-,"They are all the same, gas snacks and a drink."
3,-,"I am not from the area. I stopped in for some fruit and noticed immediately how how high the produce prices are. Even with that, I made my selection and purchased just over $20 in product. This photo contains a photo of a very rude cashier. I should have left my purchase right there and walked out. They will not see repeat business from me. Please notice the sign above this cashier."
7,-,Ice cream is fine but $7 for a single scoop cone is obnoxious.
2,-,Relaxing coffee joint right by merchandise mart with awesome ice coffee!!
7,-,"Nothing special, nicer atmosphere than My Thai, but the food is very average. Spring rolls appeared to be drenched in pancake syrup, far too sweet."
4,-,Just good
2,-,Place is crazy upstairs
7,-,"New spot on Taylor, no standout dishes, but everything was pretty good."
3,-,"A little after Christmas shopping to pick up gifts for people were going to spend New year's Eve with. Sam's never disappoints, they have a large variety and a great selection of items."
7,-,"I would prefer not to make my own food, but this place isn't bad. Large selection of veggies and toppings. Can get precarious to balance everything in the bowl provided."
7,-,"Giant sandwiches, the double deckers can be shared easily."
3,-,"Deliverd my package to the wrong address, no recovery. How the hell do you do that."
6,-,Good place for coffee and bakery or salad
8,-,"This place is no bargain, and they never have any shoes that I want."
3,-,Crazy  it's nonstop busy already
1,-,Neat place
7,-,"Food was fine, but carne asada was not even close to tender."
6,-,"A great coffee shop and sandwich and snacks. Will eat a bagel later to judge the originality, no i dont mean do they have quinoa bagels"
5,-,Best breakfast croissant ever
6,-,"An old school italian which a bit of a relief from some of the pretenders. About 2 or 3 dollars cheaper, they dont charge you for the pretense.  Food was very good and the service steady. Room is nice. Great before a play"
7,-,Great dogs and Italian beef.
3,-,"Went Halloween shopping, scored love my purchases."
3,-,"The sign in the window showing three fresh tacos drew me inside. Very nice setup located on the corner of a busy I tersection downtown. Order placed, drinks received and picked a table. A short time later lunch arrived. Tacos $7.99 and they were delicious."
6,-,A very good italian beef spot.  Had three types of pepper and it wasnt too wet.  The only black mark was frozen fries
3,-,Absoutley a beautiful day to enjoy this magnificent location. Very relaxing paved and wood chipped trails.
7,-,Great venue for FOBAB every fall.
6,-,"After writing quite a few of these ive decided to become a lii
Ttle more critical and i thank Bandera for showing me tbe way.  A great room with a good bar, excellent views and a good jazz trio. Its Tuesday night and its full.  Who could ask for anything more.  I could. The food andthe service were at best uninspired.  The portions were good but the preparation poor. I dont think ive ever had red cabbage as bad.  When they bring you the plastic containers to prepare your own doggie bag i cant be more annoyed.  As i walked home i walked by two shuttered spots.  This is too packed to care"
1,-,Never had a bad time there except one bartender that wasn't very friendly
4,-,Old school for real
3,-,Looking for black New Balance shoes. I'm sorry but I just dislike this store. I dont think they have quality items.
1,-,Had a good time !
4,-,Pretty quick service
7,-,"Had the firebrand. Super hot, but still tasty."
8,-,"Great place for lunch, with all the options."
6,-,Office building with sandwich shop and a good cafe
6,-,"A bit of a disappointment. I eat there a lot and got depandant on the non sushi menu, which got hits and misses. I have ordered sushi twice before and was underwhelmed third time was the charm. It was bad. The rice, the fish, the cut was all bad.  Go there for somethings, bout not sushi"
7,-,High quality​ gear and on site repairs.
2,-,Did a peanut butter donut for takeaway with a coffee and it was a great morning!!
4,-,Always good food
6,-,"""A WORKINGMANS AMERICAN RESTUARANT"" KEVIN HICKEY FOUNDER.  i would agree with a few exceptions.  The food is specially prepared, but simple food.  The grilled whitefish was prepared exceptionally.  Spaghetti and snails was great.  The biggest quible was the wine glasses.  Works of art with a glass for each grape.  Watching a guest swirling a burgandy glass was sensual, but workman like. Go.  A simple but nice bar."
3,-,Seems to have more than enough space and products to fit just about anyone's snack preference. Also has some really nice fried chicken which was quite tasty.
3,-,I really dont like this store. It has a tendency to make my family really overspend. Great selections. So my thing is to buy a large bag of Carmel corn with the goal of having some left when they are done shopping. Never works I still end up paying for an empty bag.
7,-,"Good falafel and a variety of add-ons. Chaotic since it's new, but service was decent."
5,-,Solid no nonsense food
3,-,"Playing phone ng pong, having a beer, talking with friends, enjoying the night."
7,-,"Can be a bit noisy because it is right by the Green Line, but the patio is really nice. Great thin crust pizza. Artichoke appetizer was also very good. Definitely will return."
4,-,Simply delicious
3,-,"Group of 8 people today, had Jayden as a waiter. Friendly good service. Food brought out in a timely manner and order was correct. Enjoyed the chicken fajita breakfast omelette."
3,-,"Walmart, NO THANKS!"
6,-,The whole area has been upgraded and looks great. Still more to come.
9,-,"Typical uhaul spot, can be very busy with long wait times"
5,-,"Hands down, in multiple states, THE BEST AL PASTOR I'VE EVER HAD"
8,-,"Great place for a trim.  They have some bourbon for you to sip on while you wait for a chair, and they do a hot towel on your face after they line up your beard.  Love it.  Definitely make an appointment ahead of time.  These guys get booked up most days."
6,-,It was pre opening night and I was put of by their using plastic cups for the wine. Made a lasting impression
1,-,Some guy named Matt is a dousch
8,-,The Dante is one of my favorite Italian sandwiches in the city.  SO GOOD!!
9,-,Best take out wings
7,-,"Average sandwiches made to order. Friendly, helpful service."
1,-,Good food nice people but expensive
6,-,a convenient Starbucks in a slightly bare area
7,-,Decent Latin food.
6,-,One of the best bbq spots in Chicago
3,-,"Very good place, service outstanding and food was totally homemade. Ordered a mushroom Swiss burger and was impressed that it was premade frozen. This was the real deal 1/2 lbs of grilled flavor. Definitely returning for another meal."
1,-,They are ok . Kind of a rough spot though
6,-,"A gem of apark and building. Used to be a country club. Refurbished by the Chicago park district.  Golf, restuarant meeting rooms and events"
3,-,"Only when I have to, just don't like the way this store is set up and it's always trashed."
7,-,"Good pho, but not amazing. Service was fair."
7,-,"Very cool brewpub in Pilsen. The entrance is well hidden from the street, so it's easy to miss, but keep looking, it's worth it. Great space on the inside, minimal furnishings but not at all cold. Small menu, but the options we tried were all good. All I can suggest is maybe tailor the menu to reflect Pilsen a bit more."
7,-,"Food is average at best, but with no other Mexican options very close it is a reasonable place if that is what you are after."
1,-,Chinese food
3,-,"Never get a bad meal here. Most of my visits here are breakfast, but hey ya gotta break this rules sometimes. Food served fresh and hot. Waitress Abreil fantastic."
6,-,"An ok Nepalese indian restaurant in the South Loop. A good, if limited, lunch smorgasbord"
3,-,Wow everything here is top quality! Looks to have a fabulous selection of imported olive oils and other food items. Stop in and grab something special.
7,-,"Nice gear, tries to be a bit more fashionable than competition."
6,-,A great casual cuban restaurant
6,-,"A South Loop stalwart.  An excellent bar and food combo which gets the food right.  Great atmosphere  with the front being a real bar and the back being a giant area for more casual dining or drinking. Good for groups. It's a Polish heritage so if you want Polish vodka, beer and perogies this is your spot. Great thin crust pizza. Spacious patio"
7,-,"Solid omelettes and hash browns, fairly typical diner style."
7,-,"Friendly staff, good sandwiches."
1,-,Not a fan of customer service or western union there
7,-,"Good thin crust, too heavy on the cornmeal."
9,-,Good food. Decent service.
7,-,Nice that the Chicago locations were consolidated into one large showroom where they have almost everything in the catalog.
4,-,Nice place to shop
6,-,"First try in their soft opening. The place is visually arresting and add real compliment to what is a foodies restaurant block. You could eat every day of the week at the block.
The food was good, fast and casual. Have the cucumber salad and fried shrimp and pork dumplings. The sauces need something extra"
3,-,"I give this a 3 because I believe they could improve on their pizza flavor a bit. The crust to me tasted like an unsalted saltiness cracker. This is the only pizza place in miles and it's not bad, it's just not memorable. Update 9-29-17 ordered another pizza, this one was quite good. Changed my rating to 4 star."
1,-,Private club that is very nice clean friendly and family oriented
3,-,Picking up a few lightbulbs
2,-,Good vibe tons of TVs
3,-,Very nice eco friendly park. Fairly new so the plant and tree growth are still maturing. Relaxing walkway around a small lake/pond. Plenty of seating and tables and also Erins Pavilion for indoor events and restrooms.
8,-,"Great cocktails, a solid food menu, and the kitchen is open until 1 every night.  One of my new favorite bars in the area!"
2,-,Great drinks good atmosphere. Good dance spot after 10 pm Friday and Saturday but there might be a line!
3,-,"Not too bad at all, ribs a bit tuff for me."
4,-,The catfish is outstanding
4,-,Great law firm
7,-,Small selection of relatively hard to find sneakers.
7,-,"Great gallery, worth visiting just for the building."
7,-,"Awesome ice cream. Flavor of the month - chocolate, almond, coconut was fantastic. Huge chunks of chocolate and whole almonds, a big step up from normal chains."
5,-,Great for the wedding we attended
3,-,"New owners im told, definite communication between owner and kitchen help. Giant tenderloin....Not even close."
6,-,Went there for happy hour which was very satisfying.  The room is beautiful and the views are good. I want to go for lunch or dinner to check out their menu and delivery
3,-,"I really think they forgot to put the filling inside this Calzone. It is basically empty. To bad flavor was pretty good. There is no way this should have ever left the kitchen, it's totally embarrassing.
7-19-17 return trip with family. This time I have nothing but positive to say about the food. All our dishes were really good. We had the pulled pork nachos, a Chicken parmesan sandwich and spicy Mexican quesadilla."
6,-,Very good for something different
4,-,Good service and clean facilities
4,-,Beautiful venue
7,-,Nice park don't understand the Oz connection...
6,-,Typical starbuhckks
7,-,"It's fine, seems like every other Jewel in the city."
6,-,Great empanadas. Maybe the best on the crowded empanada block. Storefront with outdoor seating
2,-,I was the oldest person here
6,-,A good breakfast and lunch place in an interesting neighborhood.
3,-,"Absolutely the best wedding venue ever! Had so much fun here. The place is beautiful, staff is awesome and the food exquisite! What a memorable evening. Tha k you for an awesome experience!"
6,-,"So many choices in Chicago for breakfast soots, this is one of the most reliable."
1,-,Fun and bartenders are hot
9,-,"Just stopped for drinks, seems to have a great food menu tho! A salad bar set up in the back. Big stage up front. Very friendly bartender on a Sunday afternoon!"
4,-,Beautiful place but the fish ain't biting
